Sno,Case ID,Case,Automation,Configurations,Created at,Created by,Folder,Issues,Priority,State,Status (latest),Tags,Updated by,Automation Script ID,Estimate,Expected,Forecast,JiraId,Precondition,Status date,Template,Test Steps,TPO Regression,Updated at,Description
851,125450,Validate billing toggle when New Invoice Cancels Overage invoice.,Will Automate,,2026-02-18T13:21:23.644Z,Apurva Katyayni,Loads,,Smoke,Active,Passed,billingtoggle,,,,1. The Billing Toggle is set to 'Neutral'. 2. Billing overage message is set to Inactive. 3. Auto pay process continues.,,FD - 40630,"1. User has access to load. 2. Load status ! = Invoiced 3. Office Invoice Process is ""Central"" 4. previous invoice is 'Pending' 5. previous pending invoice is an overbill. 6. New invoice number = Previous invoice number",2026-06-08T15:42:48.015Z,Case (text),1. Login to BTMS. 2. Create a load with status not equal to Invoiced and invoice process is Central. 3. Create an overbill invoice with status Pending. 4. Create a new invoice whose invoice number is same as previous.,No,,
852,125452,Validate billing toggle for both operational/Central and Non Operational central.,Will Automate,,2026-02-18T13:21:23.670Z,Apurva Katyayni,Loads,,High,Active,Passed,billingtoggle,,,,1. The Billing Toggle is set to 'Neutral'. 2. Billing overage message is set to Inactive. 3. Auto pay process continues.,,FD - 40630,"1. User has access to load. 2. Load status ! = Invoiced 3. Office Invoice Process is ""Central"" 4. previous invoice is 'Pending' 5. previous pending invoice is an overbill. 6. New invoice number = Previous invoice number",2026-06-08T15:43:03.404Z,Case (text),1. Login to BTMS. 2. Create a load with status not equal to Invoiced and invoice process is Central. 3. Create an overbill invoice with status Pending. 4. Create a new invoice whose invoice number is same as previous. 5. Create another new invoice whose invoice number is same as previous,No,,
853,125512,"Verify that when a customer has “Also Send Invoice via Email” selected in Invoice Delivery Options, invoicing loads from the Master Billing Queue automatically queues the invoice to be emailed.",Will Automate,,2026-02-24T15:47:26.347Z,Tejaswini Mudhuluru,Loads,,Smoke,Active,Passed,masterbilling,Tejaswini Mudhuluru,,,"1. Load is successfully invoiced from the Master Billing Queue.2. The email is addressed to the configured email recipient(s) for Customer3. The email contains the correct invoice for Load (invoice number, amount, customer details).",,FD-40558,"• Valid customer exist (e.g. FORD MOTOR C/O CASS INFO SYSTEMS)• Only users with the BILLING_MANAGER role can view or use this queue.• For customer, in Invoice Delivery Options, the checkbox “Also Send Invoice via Email” is selected.• Customer has at least one load that:○ Is associated to Customer.○ Meets all criteria to be emailed○ Is present and ready to be invoiced in Master Billing Queue.• Valid email address configured for Customer and/or invoice recipients.",2026-03-06T15:56:05.081Z,Case (text),"1. Log in to the BTMS with a user who has access to the Master Billing Queue.2. Navigate to Finance &gt; Master Billing Queue.3. Select the Customer from the Drop down and Search4. Select Load and Click on Invoice Checked Loads.5. Complete any invoice confirmation steps.6. After the invoice is generated, Check the recipient inbox for Customer to confirm email delivery.",No,2026-02-24T15:50:03.323Z,
854,125517,"Verify that when Auto_Overlay is enabled and an EDI 204 load tender contains a payment term, the load created in BTMS inherits the payment term from the EDI message.",Will Automate,,2026-02-24T16:05:44.388Z,Pragya Yadav,Loads,,Smoke,Active,Passed,"edi,loadsearch",,,,"The load is created successfully from the EDI 204 tender.
The Payment Term field on the load is populated with exactly the value provided in the EDI 204 message.",,FD-38154,"1.User should be able to login BTMS.
2.Auto_overlay feature is enabled for the EDI customer.
Steps- 
1. Open the customer
2. Nevigate to the  Auto_overlay And turn it ON.
3.The system is configured to receive EDI 204 load tenders.
4.A valid EDI 204 message exists containing a PaymentTerm segment/field .",2026-02-25T11:38:48.450Z,Case (text),"1. Login to BTMS.
2.Go to the Admin.
3. Click on the Parse of EDI load.
4.Fill the body with requriedsender and reciver id.
5.click on send.
6. Navigates to the load page.
7. Click on the EDI 204 Load tenders link.
8.Receive an EDI 204 Load Tender from that customer which includes a Payment Term value.
8. Allow the system to process the EDI 204 and automatically create a new load.
9. Open the newly created load in BTMS",No,,
855,125518,"Verify that when Auto_Overlay is enabled and an EDI 204 load tender does NOT include a payment term, the load is created using the Master Customer�s Payment Term defined in PREFS.",Will Automate,,2026-02-24T16:05:44.411Z,Pragya Yadav,Loads,,High,Active,Passed,"edi,loadsearch",,,,"The load is created successfully from the EDI 204.
Since the EDI tender did not include a payment term, BTMS sets the load�s Payment Term to the value configured in the Master Customer�s PREFS.
No default payment term or blank/NULL value appears.",,FD-38154,"1.User should be able to login BTMS.
2.Auto_overlay feature is enabled for the EDI customer.
3.The EDI customer has a Master Customer configured.
4.The Master Customer�s Payment Term is set in PREFS .
5.A valid EDI 204 load tender exists without a Payment Term segment/field.",2026-02-25T11:39:06.542Z,Case (text),"1. Login to BTMS.
2.Go to the Admin.
3. Click on the Parse of EDI load.
4.Fill the body with requriedsender and reciver id.
5.click on send.
6. Navigates to the load page.
7. Click on the EDI 204 Load tenders link.
8.Receive an EDI 204 Load Tender from that customer which includes a Payment Term value.
8. Allow the system to process the EDI 204 and automatically create a new load.
9. Open the newly created load in BTMS",No,,
856,133712,Create Invoice Should Queue Pending Master Billing Instead of Generating Invoice.,Will Automate,,2026-02-26T14:32:41.480Z,Pragya Yadav,Loads,,Smoke,Active,Passed,"loadsearch,masterbilling",,,,"When the user selects Create Invoice, the system must not generate an invoice immediately.
Instead, the system queues the load as Pending Master Billing.
No invoice number is generated.
The load appears in the Master Billing Invoice Queue.",,FD-41296,"1.User should be able to Login BTMS.
2.Customer on the load is configured as Master Billing or Master Summary.
3.Load is in Delivered Final status.
4.No existing invoice for this load.",2026-02-27T13:02:14.130Z,Case (text),"1. Login to BTMS.
2. Click on the load search.
3. Apply the required filter and click on the search.
4.Open the load in the Load Details screen.
5.Click on the view billing.
6. Click on the Create Invoice.",No,,
857,133714,Confirmation Message Text Must Match Exact Wording.,Will Automate,,2026-02-26T14:32:41.502Z,Pragya Yadav,Loads,,High,Active,Passed,"loadsearch,masterbilling",,,,"The confirmation message must display exactly:
�Are you sure you want to queue the invoicing for this load?�",,FD-41296,"1.User should be able to Login BTMS.
2.Customer on the load is configured as Master Billing or Master Summary.
3.A Master Billing or Master Summary customer load in Delivered Final.
4.User has clicked Create Invoice and confirmed the prompt.",2026-02-27T13:02:14.130Z,Case (text),"1. Login to BTMS.
2. Click on the load search.
3. Apply the required filter and click on the search.
4.Open the load in the Load Details screen.
5.Click on the view billing.
6.Click Create Invoice.
7.Read the confirmation dialog text.",No,,
858,133725,Verify load remains Delivered Final and is marked Pending Master,Will Automate,,2026-02-27T16:11:04.332Z,Mukesh Singh,Loads,,Smoke,Active,Passed,"loadsearch,masterbilling",,,,Load status remains Delivered Final. Pending Master flag set. Pending Master Date populated. No invoice generated.,,FD-40164,User has billing_manager role. Customer Invoice Delivery Preference = Master Billing. Load status = Delivered Final.,2026-03-03T15:32:41.454Z,Case (text),"1. Login into BTMS
2. Navigate to Finance → Billing Queue
3. Open load
4. Click 'Update to Pending Master'
5. Confirm
6. Reopen load",No,,
859,133729,Verify Standard customer invoicing behavior remains unchanged,Will Automate,,2026-02-27T16:11:04.391Z,Mukesh Singh,Loads,,Smoke,Active,Passed,"loadsearch,masterbilling",,,,Load status updates to Invoiced. Invoice generated. No Pending Master fields set.,,FD-40164,User has billing_manager role. Customer Invoice Delivery Preference = Standard. Load status = Delivered Final.,2026-03-03T15:35:45.172Z,Case (text),"1. Login into BTMS
2. Navigate to Finance → Billing Queue
3. Open load
4. Click 'Update to Invoiced'
5. Confirm",No,,
860,133731,"Verify For customers with Master Billing/Master Summary, a PROCESS load is not auto?invoiced and is queued to master_invoice with pending_date.",Will Automate,,2026-03-02T10:40:09.885Z,Pragya Yadav,Loads,,Smoke,Active,Passed,"loadsearch,masterbilling",,,,"When the auto?invoice process runs, the system must not auto?invoice the load. Instead, it must create a new master_invoice record for the load, populate the pending_date, apply Billing Exception B23, and ensure the load remains in DELIVERED FINAL with no invoice number.",,FD-40157,"1.User should be able to Login BTMS.
2.Customer Invoice Delivery Preference = MASTER BILLING.
3.Load meets standard auto?invoice criteria.
4.Load status = DELIVERED FINAL (or evaluation point that would normally auto?invoice).
5.No record exists in master_invoice for the given load.",2026-03-02T14:18:55.425Z,Case (text),"1. Login into BTMS as billing_manager user
2. Navigate to Customers ? Search
3. Search and open Customer Master Record
4. Click Edit
5. Navigate to Invoice Delivery Options section
6. Select 'Master Billing' as Invoice Delivery Preference
7. Click Save
8. Throug the configured customer creat a load.
9. Make to laod status as Delivered final status.
10.await the auto?invoice evaluation job/process.
11.Query/inspect master_invoice table for the load.
12.Check master_invoice.pending_date.
13.Verify the load status and that no invoice artifacts were created.",No,,
861,133732,"Verify For customers with Master Billing, a PENDING load is not auto?invoiced; B23 is maintained; no duplicate master_invoice row",Will Automate,,2026-03-02T10:40:09.910Z,Pragya Yadav,Loads,,High,Active,Passed,"loadsearch,masterbilling",,,,"When the auto?invoice process runs, the system must not auto?invoice the load, must not create a duplicate master_invoice record, must ensure that Billing Exception B23 is present or re?applied, and the load must remain in DELIVERED FINAL with no invoice number generated.",,FD-40157,"1.User should be able to Login BTMS.
2.Customer Invoice Delivery Preference = {MASTER BILLING, MASTER SUMMARY}.
3.Load meets standard auto?invoice criteria.
4.Load status = DELIVERED FINAL.
5.Record exists in master_invoice AND master_invoice.
6.pending_date IS NOT NULL (PENDING definition).
7.pending load is exist.",2026-03-02T14:19:52.444Z,Case (text),"1. Login into BTMS as billing_manager user
2. Navigate to Finance.
3.Click on master billig invoice queue.
4.Aplliy the requried filter click on search.
5.Select a load.
6.click on invoice.
7.await the auto?invoice evaluation again.
8.Count master_invoice rows for this load (ensure uniqueness).
9.Review the billing exceptions for B23 presence and message text.
10.Verify no invoice artifacts and current load status.",No,,
862,133740,Validate that the NDF logic also triggers when there is some Carrier Variance.,Will Automate,,2026-03-03T07:26:58.535Z,Ashima Miglani,Loads,,High,Active,Passed,billingtoggle,,,,Paperwork Received should trigger NDF logic correctly and set billing toggle accordingly as per the date and price logic.,,FD-40028,Load in NDF status; Delivered date &amp; upload scenarios must exist.,2026-03-03T13:37:47.129Z,Case (text),1. Login into the BTMS and adjust some carrier variance in any office form.2. Navigate to any load  of the same office and add carrier invoice with some price difference.3. Observe the View Billing screen.,No,,
863,133805,Verify that adding a carrier does not change load  status  when load is in BOOKED or greater status.,Will Automate,,2026-03-03T13:48:09.851Z,Kavisha Garg,Loads,,Smoke,Active,Passed,"bulkchange,loadsearch",,,,"The selected carrier is added or updated for all chosen loads.
If a rate was entered, it is saved along with the carrier.
Load status remains unchanged (BOOKED, DISPATCHED, AT ORIGIN, PICKED UP, IN TRANSIT, OUT FOR DELIVERY, AT DESTINATION, DELIVERED or DELVERED FINAL)",,FD-38865,"1.User must be logged in BTMS.
2.User must be in All Load seacrh page.
3.User must be assigned to BULK_CHANGE_LOADS_MGR user role to access Bulk change feature.
4.Load should be in Booked or greater Status.",2026-03-06T11:59:10.725Z,Case (text),"1. Login into the BTMS.
2. Navigate to Loads -&gt; Search
3. Apply the required filters and click on Search
4. User is on the “All Loads Search” report page.
5. Select one or more load records using checkboxes.
6. Click the “Bulk Change” button.
7..User gets Navigated to the Bulk Change: Step 2 - Select Changes. 
8.Select Choose a Carrier option
9.Select the Carrier by searching the carrier( carrier name (3 char min) or exact MC#/DOT# (6+ char) )and choose to enter the carrier rate from the modal.
10.Enter the carrier rate.
11. Verify that adding a carrier does not change load  status  when load is in BOOKED or greater status.",No,,
864,133806,Verify that when a user adds a carrier with Linehaul charges only (no Fuel Surcharge)  the carrier and Linehaul rate are added and the load status updates to BOOKED.,Will Automate,,2026-03-03T13:48:09.870Z,Kavisha Garg,Loads,,High,Active,Passed,"bulkchange,loadsearch",,,,"The selected carrier is successfully assigned to all chosen loads.
The Linehaul charge is saved and displayed in:
Loadform → Carrier Tab → Customer &amp; Carrier Modal → “Carrier” field.
No Fuel Surcharge is added.
All selected ACTIVE loads update to BOOKED status.",,FD-38865,"1.User must be logged in BTMS.
2.User must be in All Load seacrh page.
3.User must be assigned to BULK_CHANGE_LOADS_MGR user role to access Bulk change feature.
4.Load should be in Active Status.",2026-03-05T13:03:37.389Z,Case (text),"1. Login into the BTMS.
2. Navigate to Loads -&gt; Search
3. Apply the required filters and click on Search
4. User is on the “All Loads Search” report page.
5. Select one or more load records using checkboxes.
6. Click the “Bulk Change” button.
7..User gets Navigated to the Bulk Change: Step 2 - Select Changes. 
8.Select Choose a Carrier option
9.Select the Carrier by searching the carrier( carrier name (3 char min) or exact MC#/DOT# (6+ char) )and choose to enter the carrier rate from the modal.
10.Enter a Linehaul charge (Flat Rate) and Leave Fuel Surcharge fields empty.
11.Click on Next Button.
12.Verify that when a user adds a carrier with Linehaul charges only (no Fuel Surcharge)  the carrier and Linehaul rate are added and the load status updates to BOOKED.",No,,
865,133807,"Verify that when a user adds a carrier with Fuel Surcharge only (rate type = Flat or Per Mile, with no Linehaul charge) the loads update to BOOKED status ,the carrier and Fuel Surcharge are added.",Will Automate,,2026-03-03T13:48:09.889Z,Kavisha Garg,Loads,,High,Active,Passed,"bulkchange,loadsearch",,,,"The selected carrier is successfully assigned to all chosen loads.
The Fuel Surcharge (Flat or Per Mile) is added under:
Loadform → Pick Tab → Fees Panel → Fuel Surcharge.
No Linehaul charge is added.
All selected ACTIVE loads update to BOOKED status.",,FD-38865,"1.User must be logged in BTMS.
2.User must be in All Load seacrh page.
3.User must be assigned to BULK_CHANGE_LOADS_MGR user role to access Bulk change feature.
4.Load should be in Active Status.",2026-03-05T13:10:52.807Z,Case (text),"1. Login into the BTMS.
2. Navigate to Loads -&gt; Search
3. Apply the required filters and click on Search
4. User is on the “All Loads Search” report page.
5. Select one or more load records using checkboxes.
6. Click the “Bulk Change” button.
7..User gets Navigated to the Bulk Change: Step 2 - Select Changes. 
8.Select Choose a Carrier option
9.Select the Carrier by searching the carrier( carrier name (3 char min) or exact MC#/DOT# (6+ char) )and choose to enter the carrier rate from the modal.
10.Enter a Fuel Surcharge with rate type Flat or Per Mile and Leave the Linehaul charge field empty.
11.Click on Next Button.
12.Verify that when a user adds a carrier with Fuel Surcharge only (rate type = Flat or Per Mile, with no Linehaul charge) the loads update to BOOKED status ,the carrier and Fuel Surcharge are added.",No,,
866,133808,"Verify that the system prevents submission when a Fuel Surcharge with Rate Type = % of Linehaul is entered without a Linehaul charge, and displays the correct error message.",Will Automate,,2026-03-03T13:48:09.908Z,Kavisha Garg,Loads,,High,Active,Passed,"bulkchange,loadsearch",,,,"No carrier or rate is applied to any selected load.
An error message is displayed:
“Linehaul Charges must be added to submit a Fuel Surcharge with a rate type of % of Linehaul.”
(or similarly worded message as defined by the system)",,FD-38865,"1.User must be logged in BTMS.
2.User must be in All Load seacrh page.
3.User must be assigned to BULK_CHANGE_LOADS_MGR user role to access Bulk change feature.
4.Load should be in Active Status.",2026-03-05T13:12:49.646Z,Case (text),"1. Login into the BTMS.
2. Navigate to Loads -&gt; Search
3. Apply the required filters and click on Search
4. User is on the “All Loads Search” report page.
5. Select one or more load records using checkboxes.
6. Click the “Bulk Change” button.
7..User gets Navigated to the Bulk Change: Step 2 - Select Changes. 
8.Select Choose a Carrier option
9.Select the Carrier by searching the carrier( carrier name (3 char min) or exact MC#/DOT# (6+ char) )and choose to enter the carrier rate from the modal.
10.Enter a Fuel Surcharge with Rate Type = % of Linehaul and Leave the Linehaul charge field empty.
11.Click on Next Button.
12.Verify that the system prevents submission when a Fuel Surcharge with Rate Type = % of Linehaul is entered without a Linehaul charge, and displays the correct error message.",No,,
867,133810,"Verify that when a carrier is added with both Linehaul charges and a Fuel Surcharge, the carrier is assigned with both charges, and ACTIVE loads update to BOOKED status.",Will Automate,,2026-03-03T13:48:09.945Z,Kavisha Garg,Loads,,Smoke,Active,Passed,"bulkchange,loadsearch",,,,"The selected carrier is assigned to all chosen loads.
Linehaul charge is saved under:
Loadform → Carrier Tab → Customer &amp; Carrier Modal → “Carrier” field.
Fuel Surcharge is added under:
Loadform → Pick Tab → Fees Panel with:
Type: Fuel Surcharge
Rate Type: Flat, Per Mile, or % of Linehaul
All selected ACTIVE loads update to BOOKED status.",,FD-38865,"1.User must be logged in BTMS.
2.User must be in All Load seacrh page.
3.User must be assigned to BULK_CHANGE_LOADS_MGR user role to access Bulk change feature.
4.Load should be in Active Status.",2026-03-05T15:01:49.711Z,Case (text),"1. Login into the BTMS.
2. Navigate to Loads -&gt; Search
3. Apply the required filters and click on Search
4. User is on the “All Loads Search” report page.
5. Select one or more load records using checkboxes.
6. Click the “Bulk Change” button.
7..User gets Navigated to the Bulk Change: Step 2 - Select Changes. 
8.Select Choose a Carrier option
9.Select the Carrier by searching the carrier( carrier name (3 char min) or exact MC#/DOT# (6+ char) )and choose to enter the carrier rate from the modal.
10.Enter a Linehaul charge (Flat Rate) and Enter a Fuel Surcharge with any valid Rate Type:
Flat,
Per Mile, or
% of Linehaul.
11.Click on Next Button.
12.Verify that when a carrier is added with both Linehaul charges and a Fuel Surcharge, the carrier is assigned with both charges, and ACTIVE loads update to BOOKED status.",No,,
868,133811,"Verify that the system prevents carrier updates for loads in INVOICED,DELIVERED FINAL, POSTED status and displays the correct error message.",Will Automate,,2026-03-03T13:48:09.963Z,Kavisha Garg,Loads,,High,Active,Passed,"bulkchange,loadsearch",Kavisha Garg,,,"The operation is blocked.No carrier changes are applied to any selected loads.The error message is displayed<i>Your load selection includes loads that are in a <strong>DELIVERED FINAL</strong>,INVOICED or POSTED status, Carrier change is not allowed on loads in this status. Please update your loads selection and try again.”</i>",,FD-38865,"1.User must be logged in BTMS.2.User must be in All Load search page.3.User must be assigned to BULK_CHANGE_LOADS_MGR user role to access Bulk change feature.4.Load should be in INVOICED,DELIVERED FINAL, POSTED status",2026-03-06T11:59:27.569Z,Case (text),"1. Login into the BTMS.2. Navigate to Loads -&gt; Search3. Apply the required filters and click on Search4. User is on the “All Loads Search” report page.5. Select one or more load records using checkboxes.6. Click the “Bulk Change” button.7..User gets Navigated to the Bulk Change: Step 2 - Select Changes. 8.Select Choose a Carrier option9.Select the Carrier by searching the carrier( carrier name (3 char min) or exact MC#/DOT# (6+ char) )and choose to enter the carrier rate from the modal.10.Enter a Linehaul charge (Flat Rate) and Leave Fuel Surcharge fields empty.11.Click on Next Button.12.Verify that the system prevents carrier updates for loads in <i> <strong>DELIVERED FINAL</strong>, </i> INVOICED or POSTED status and displays the correct error message.",No,2026-03-05T16:37:12.071Z,
869,133812,Validate billing overage finance message when previous Carrier Invoice status is any status.,Will Automate,,2026-03-03T13:56:49.760Z,Apurva Katyayni,Loads,,Smoke,Active,Passed,billingtoggle,,,,Billing toggle should be set to “Agent” and create billing overage finance message.,,FD-40470,"1. Load =Centralized
2. Load &lt; Invoiced
3. Carrier Invoice status = any status
4. carrier invoice in an amount &lt;= Carrier Total Charge
5. Additional carrier invoice that increases the carrier total invoices &gt; carrier Total charge",2026-03-03T14:01:11.378Z,Case (text),"1. Login in BTMS.
2. Create a centralised load with status less than invoiced.
3. Go to View Billing.
4. Create an invoice carrier invoice in an amount &lt;= Carrier Total Charge.
5. Carrier Invoice status = any status
6. Additional carrier invoice that increases the carrier total invoices &gt; carrier Total charge",No,,
870,150289,Verify TT alerts are sent to AM when AM field is present on the load.,Will Automate,,2026-03-13T07:38:15.860Z,Ashima Miglani,Loads,,Smoke,Active,Skipped,truckertools,Ashima Miglani,,,Alert emails should be addressed to the Account Manager (AM).,,FD-40550,A load exists in BTMS with AM details populated.,2026-03-20T07:18:15.911Z,Case (text),"1. Login into the BTMS and navigate to the Loads section.
2. Create or select a load with AM(Account Manager) field populated.
3. Trigger TT alert condition by putting the load on tracking.
4. Monitor alert recipient email.",No,2026-03-13T07:39:33.754Z,
871,150290,Verify TT alerts are sent to Dispatcher when AM field is not present.,Will Automate,,2026-03-13T07:38:15.875Z,Ashima Miglani,Loads,,High,Active,Skipped,truckertools,Ashima Miglani,,,Alert emails should be addressed to the Dispatcher (fallback behavior),,FD-40550,A load exists in BTMS without AM details but with Dispatcher information.,2026-03-20T07:18:38.661Z,Case (text),"1. Login into the BTMS and navigate to the Loads section.
2. Create/select load without AM (Account Manager) field value.
3. Ensure Dispatcher details exist.
4. Trigger TT alert condition by putting the load on tracking.
5. Monitor alert recipient email.",No,2026-03-13T07:39:33.754Z,
872,150291,Verify AM takes precedence when both AM and Dispatcher are present.,Will Automate,,2026-03-13T07:38:15.892Z,Ashima Miglani,Loads,,High,Active,Skipped,truckertools,Ashima Miglani,,,Alert emails should be sent to AM(Account manager) and not Dispatcher.,,FD-40550,Load contains both AM and Dispatcher information.,2026-03-20T07:18:46.542Z,Case (text),"1. Login into the BTMS and navigate to the Loads section.
2. Select load with both AM  (Account Manager) field value and Dispatcher value.
3. Trigger TT alert condition by putting the load on tracking.
4. Monitor alert recipient email.",No,2026-03-13T07:39:33.754Z,
873,150300,Verify that loads created from the LTL Quote Request form have their Dispatch Office,Will Automate,,2026-03-13T14:57:56.281Z,Tejaswini Mudhuluru,Loads,,High,Active,Passed,ltlquote,Tejaswini Mudhuluru,,,The ELTL load is created successfully  from LTL Quote and the correct Dispatch Office is set as expected. ,,FD-39437,"Central Dispatch configuration is the combination of:1. Office2. Agent3. Customer / Customer AgentOfficeAdmin &gt; Office Search → Select office (e.g., TN-AVG) → EditSet Central Dispatch Enabled to Yes → SaveAgentAdmin &gt; Agent Search → Select agent → EditSet Default Dispatch Office to the required office → SaveCustomerCustomers &gt; Search → Select customer → EditSet Dispatch Type to CENTRAL → Save ",2026-03-13T15:50:29.075Z,Case (text),1. Navigate to Customer Agent.2. Click on New LTL Quote.3. Enter the Pick Up Zip code.4. Enter the Delivery Zip code.5. Click on Add Commodity and all required details.6. Click on Request Tariff.7. Wait until the rates are retreived and click on Create Load.8. Update all the required details on the Load form.9. Save the Load. ,No,2026-03-13T15:04:57.668Z,
874,150301,Verify that loads created from the LTL Quote Request form have their Share Agent,Will Automate,,2026-03-13T14:57:56.298Z,Tejaswini Mudhuluru,Loads,,Smoke,Active,Passed,ltlquote,Tejaswini Mudhuluru,,,The ELTL load is created successfully  from LTL Quote and the correct Share Agent  is set on load form as expected. ,,FD-39437,"Central Dispatch configuration is the combination of:1. Office2. Agent3. Customer / Customer AgentOfficeAdmin &gt; Office Search → Select office (e.g., TN-AVG) → EditSet Central Dispatch Enabled to Yes → SaveAgentAdmin &gt; Agent Search → Select agent → EditSet Default Dispatch Office to the required office → SaveCustomer1. Customers &gt; Search → Select customer → Edit2. Set Dispatch Type to CENTRAL.3. Configure Load Default Shares and Internal Shares with percentages and assigned Sales/Operational Salesperson.4. Save the Customer Agent.",2026-03-13T15:52:33.872Z,Case (text),1. Navigate to Customer Agent.2. Click on New LTL Quote.3. Enter the Pick Up Zip code.4. Enter the Delivery Zip code.5. Click on Add Commodity and all required details.6. Click on Request Tariff.7. Wait until the rates are retreived and click on Create Load.8. Update all the required details on the Load form.9. Confirm that Shares and Internal Shares have configured percentage showning on Load tab.9. Save the Load. ,No,2026-03-13T15:06:24.687Z,
875,150395,Verify Ship From details on ELTL/LTL BOL map correctly based on loadform and Loadform settings,Will Automate,,2026-03-17T15:24:07.315Z,Pragya Yadav,Loads,,High,Active,Passed,loadsearch,,,,"1.The ELTL/LTL version of the BOL is generated.
2.The Ship From section displays the following accurately mapped values from the loadform:
   Date: Pick appointment date
   Name, Address, City, State, Zip: matches Pick location
   Phone: visible because Show Ph# is enabled
   Email: visible because Show Email is enabled
3.No incorrect or missing values appear in the Ship From block.",,FD-37170,"1. User should be able to login BTMS.
2.An existing ELTL or LTL load is available in the system.
3.The load has a Pick (Ship From) location populated with:
  Name
  Address
  City, State, Zip
  Phone
  Email
  Pick Appointment Date
4.Loadform configuration has:
  Show Ph# = Enabled
  Show Email = Enabled
5.User has access to the Create Documents section of the loadform.",2026-03-20T14:08:04.515Z,Case (text),"1. User login to the BTMS
2. Click on load search.
3. Apply the requried filters and click on search.
4.Open the ELTL/LTL load in the application.
5.Navigate to the Create Documents section.
6.Click on the BOL hyperlink.
7.Open the generated BOL PDF.
8.Review the Ship From section on the generated BOL.",No,,
876,150396,Verify Ship To details on ELTL/LTL BOL map correctly based on loadform and Loadform settings.,Will Automate,,2026-03-17T15:24:07.331Z,Pragya Yadav,Loads,,High,Active,Passed,loadsearch,,,,"1.The system generates the ELTL/LTL version of the BOL.
The Ship To section correctly displays values mapped from the loadform:
Date - Drop appointment date
Name - As provided in Drop location
Address, City, State, Zip - Exactly as entered in Drop location
Phone - Displayed because Show Ph# is enabled
Email - Displayed because Show Email is enabled
3.No missing, incorrect, or mismatched values appear in the Ship To block.",,FD-37170,"1. User should be able to login BTMS.
2.An existing ELTL or LTL load is available in the system.
3.The load has a Pick (Ship From) location populated with:
  Name
  Address
  City, State, Zip
  Phone
  Email
  Pick Appointment Date
4.Loadform configuration has:
  Show Ph# = Enabled
  Show Email = Enabled
5.User has access to the Create Documents section of the loadform.",2026-03-20T14:08:53.422Z,Case (text),"1. User login to the BTMS
2. Click on load search.
3. Apply the requried filters and click on search.
4. Open the ELTL/LTL load in the application.
5. Navigate to the Create Documents section.
6. Click the BOL hyperlink.
7. Open the generated BOL PDF.
8. Locate and review the Ship To block.",No,,
877,150399,Verify Load Details Mapping in References Section on ELTL/LTL BOL,Will Automate,,2026-03-17T15:24:07.377Z,Pragya Yadav,Loads,,High,Active,Passed,loadsearch,,,,"1.The ELTL/LTL version of the BOL is correctly generated and displayed.
2.The References section shows all mapped fields exactly as entered on the loadform (Load#, PO#, PU#, Ref#, BL#, Carrier Name, Trailer#).
3.No fields are missing, altered, or incorrectly mapped from other sections.
4.All displayed values match the loadform data with no overrides or incorrect defaults applied.",,FD-37170,"1. User should be able to login BTMS.
2.The load being viewed is an ELTL or LTL load.
3.The load contains valid values in:
 Load tab (Load #, PO#, BL#)
 Pick tab (PU#)
 Carrier tab (Ref#, Carrier Name, Trailer #)
4.The load is associated with an Agent Office.
5.The user has permission to open Create Documents in the Load form.
6.BOL generation is enabled in the environment.",2026-03-20T14:11:22.882Z,Case (text),"1. User login to the BTMS
2.Open the ELTL/LTL load in the system.
3.Navigate to the Create Documents section.
4.Click on the BOL hyperlink to generate the Bill of Lading.
5.Open the generated ELTL/LTL BOL PDF.
6.Scroll to the References section of the BOL.",No,,
878,150402,Verify 3rd Party BOL Mapping When Selecting a Header Style,Will Automate,,2026-03-17T15:24:07.424Z,Pragya Yadav,Loads,,High,Active,Passed,loadsearch,,,,"1.A 3rd Party BOL is rendered using the selected header style with the following exceptions.
2.Third Party Freight Charges � Bill and Pay To information is populated based on the chosen header style (not from Agent Office).
3.The Brand Logo displayed on the BOL comes from the Customer Agent ? Customer Logo for BOL configuration.
4.All other fields continue to follow standard loadform mapping with no missing or incorrect values.",,FD-37170,"1. User should be able to login BTMS.
2.The load being viewed is an ELTL or LTL load.
3.The user has access to the Create Documents section.
4.3rd Party BOL header styles are configured and available.
5.Customer Agent configuration contains a Customer Logo for BOL .",2026-03-20T14:13:57.516Z,Case (text),"1. User login to the BTMS
2. Click on load search.
3. Apply the requried filters and click on search.
4.Open the ELTL/LTL load in the system.
5.Navigate to the Create Documents section.
6.Click on the 3rd Party hyperlink.
7.A modal with header styles is displayed.
8.Click on any header style hyperlink from the modal.
9.Open the generated BOL and review the Bill &amp; Pay To and logo sections.",No,,
