Case ID,Automation Script ID,JiraId,Case,Precondition,Test Steps,Expected,Description,Tags
336224,,FD-44445,Validate Load Form phone value takes priority over carrier profile phone,"1. Load Form → Carrier Tab has phone: 312-555-0101
2. Carrier profile has a different dispatch phone: 999-888-7777
3. Rate confirmation sent to carrier","1. Login into the BTMS
2. Assign a carrier whose profile has dispatch phone 999-888-7777
3. On Load Form → Carrier Tab, enter 312-555-0101 in the Carrier Dispatch Phone Number field
4. Send the rate confirmation
5. Open the load tender as the carrier
6. Check the Carrier Dispatch Phone Number field value",Field shows '312-555-0101' (Load Form value). Carrier profile phone '999-888-7777' is NOT used. Load Form value always takes priority over carrier profile,,carriers
336226,,FD-44445,Validate Phone defaults to carrier profile when Load Form field is blank,"1. Load Form → Carrier Tab: Carrier Dispatch Phone Number is blank
2. Carrier profile has dispatch phone: 773-555-0202
3. Rate confirmation sent to carrier","1. Login into the BTMS
2. Assign a carrier whose profile dispatch phone is 773-555-0202
3. Leave the Carrier Dispatch Phone Number blank on Load Form → Carrier Tab
4. Send the rate confirmation
5. Open the load tender link as the carrier
6. Locate Carrier Dispatch Phone Number in Sign &amp; Accept section",Field is pre-populated with '773-555-0202' sourced from carrier profile. Field is not empty,,carriers
336229,,FD-44445,Validate Carrier profile phone writes back to Load Form → Carrier Tab after Rate Confirmation signing,"1. Load Form → Carrier Tab phone is blank
2. Carrier profile phone: 773-555-0202
3. Rate confirmation pre-populated with 773-555-0202 (from profile) and locked
4. Carrier has not yet signed","1. Login into the BTMS
2. Confirm Load Form → Carrier Tab phone is blank
3. Open rate confirmation as the carrier
4. Confirm Carrier Dispatch Phone Number shows '773-555-0202' and is locked
5. Fill in Driver name, Driver phone, Truck number, Trailer number
6. Fill in Carrier Dispatch Name, check Terms &amp; Conditions
7. Click 'Accept Tender'
8. Log into BTMS and navigate to Load Form → Carrier Tab
9. Check the Carrier Dispatch Phone Number field",Load Form → Carrier Tab now shows '773-555-0202' — written back from the carrier profile value used on the rate confirmation. Previously blank field is now populated,,carriers
336230,,FD-44445,Validate write-back does NOT overwrite existing phone on Load Form after signing,"1. Load Form → Carrier Tab phone: 312-555-0101 (Scenario 1 setup)
2. Rate confirmation pre-populated from Load Form
3. Carrier signs the rate confirmation","1. Login into the BTMS
2. Set Load Form → Carrier Tab phone to 312-555-0101
3. Send rate confirmation open as carrier
4. Confirm field shows 312-555-0101 and is locked
5. Carrier accepts the tender
6. Navigate to Load Form → Carrier Tab in BTMS
7. Check Carrier Dispatch Phone Number field","Load Form → Carrier Tab still shows '312-555-0101'. No overwrite, no duplication, no blank. Value is preserved exactly as originally entered",,carriers
336289,,FD-43767,Verify carrier fuel matrix detail page loads without fatal PHP error (Union Pacific Railroad — exact reproduction case),"1. User has valid BTMS login credentials
2. Union Pacific Railroad carrier (ID 39645) exists in the system
3. Fuel Matrix ID 11 exists for this carrier
4. Application is deployed with the fix applied","1. Login into the BTMS with valid credentials
2. Navigate to the direct URL: /web/carriers/39645/fuel_matrices/11
3. Observe the page response",Page loads successfully without any fatal PHP error. Fuel matrix details are displayed. No 'Call to undefined method getSpecificId()' error appears.,,carriers
336291,,FD-43767,Verify all fuel matrix detail fields display correctly on the carrier page,"1. User has valid BTMS login credentials
2. A carrier exists with a fuel matrix that has all fields populated (Description, Effective Date, Expiry Date, Load Method, DOE Schedule, rate rows)","1. Login into the BTMS with valid credentials
2. Navigate to Carriers and open a carrier with a fuel matrix
3. Open the fuel matrix detail page
4. Review each section of the page","All fields render correctly:
- Description is displayed
- Effective Date and Expiry Date are shown
- Load Method is displayed
- DOE Schedule is shown
- Rate table displays all rows with DOE Low, DOE High, Fuel Rate Type, and Fuel Rate columns populated",,carriers
336296,,FD-43767,Verify automated FSC calculation for customer-specific fuel matrix is unaffected post-fix,"1. User has valid BTMS login credentials with access to load and finance data
2. Ford Motor C/O Cass Info Systems (or equivalent) has a customer-specific fuel matrix configured
3. A load exists where this customer FSC calculation applies
4. Pre-fix expected FSC value is known or available for comparison","1. Login into the BTMS with valid credentials
2. Navigate to a load where the customer-specific FSC for Ford Motor C/O Cass Info Systems applies
3. Review the fuel surcharge applied to the load
4. Compare the calculated FSC value against the known pre-fix expected result",The correct customer-specific fuel surcharge is applied to the load. The FSC calculation result matches pre-fix behavior. No change in calculation logic introduced by the bug fix.,,carriers
336346,,FD-44129,Validate duplication allowed for CARRIER_RELATIONS user even if state mismatch,User has CARRIER_RELATIONS role; Intrastate carrier assigned = YES; Duplicate load states differ,Login -&gt; Navigate -&gt; Duplicate -&gt; Verify carrier pre-populated -&gt; Set mismatch -&gt; Proceed,No popup; Carrier retained; Bypass applied,,"carriers,intrastate"
336348,,FD-44129,Validate duplication allowed for non-intrastate carriers,No role; Intrastate = NO; States differ,Login -&gt; Duplicate -&gt; Verify -&gt; Proceed,No popup; No check; Carrier retained; Load created,,"carriers,intrastate"
336349,,FD-44129,Validate blocking when intrastate carrier state mismatched,No role; Intrastate = YES; States differ,Login -&gt; Duplicate -&gt; Verify -&gt; Proceed,Popup shown; Duplication blocked; Carrier not retained,,"carriers,intrastate"
336406,,FD-43636,Verify user with role can set YES,User has HIGHWAY_EXCEPTION role,Login; Open Carrier Profile; Set checkbox YES; Save,Value persists as YES,,carriers
336410,,FD-43636,Verify exception YES bypasses Highway verification,User has role,Login; Set exception YES; Send document,No Highway verification triggered,,carriers
336411,,FD-43636,Verify exception NO enforces verification,User has access,Login; Ensure exception NO; Send document,Highway verification runs,,carriers
336413,,FD-43636,Verify history logs toggle YES,User has role,Login; Change NO to YES; Open history,Log entry with old NO new YES,,carriers
350041,,FD-34572,Verify load detail page displays correctly,"1. User is logged into the Carrier Portal.
2. At least one load exists.","1. Search for a load.
2. Open the load details page.
3. Review all visible sections.","All load information is displayed correctly without layout issues, PHP errors, or server errors.",,carrierportal
350073,,FD-44161,Verify carrier assignment is blocked when no Canadian stop (post-deploy load),1. A load exists with created_at ≥ deployment date; 2. All picks and drops on the load are in U.S. states; 3. A Canadian carrier exists with intra_canada = NO (cross-border authority); 4. User does NOT have CARRIER_RELATIONS role,1. Open the load in BTMS Load Form; 2. Navigate to carrier assignment; 3. Select and assign the Canadian cross-border carrier,1. Pop-up should display blocking message; 2. Carrier should NOT be assigned. Load remains unchanged.,,carriers
350074,,FD-44161,Verify assignment is allowed when at least one Canadian stop exists (post-deploy load),1. Post-deploy load; 2. At least one pick/drop in Canada; 3. Canadian carrier intra_canada=NO; 4. User lacks CARRIER_RELATIONS,1. Open load; 2. Navigate to carrier assignment; 3. Assign Canadian cross-border carrier,Carrier assigned successfully. No warning displayed.,,carriers
350075,,FD-44161,Verify province change that removes the last Canadian stop is blocked,1. Post-deploy load; 2. Assigned Canadian carrier intra_canada=NO; 3. Exactly one Canadian stop; 4. User lacks CARRIER_RELATIONS,1. Edit Canadian stop; 2. Change province to U.S. state; 3. Save,Blocking message displayed. Change not saved.,,carriers
350076,,FD-44161,Verify province change that preserves a Canadian stop is allowed,1. Post-deploy load; 2. Assigned Canadian carrier intra_canada=NO; 3. Two or more Canadian stops; 4. User lacks CARRIER_RELATIONS,1. Edit one Canadian stop; 2. Change to U.S. state; 3. Save,Change saved successfully. No pop-up.,,carriers
350077,,FD-44161,Verify removal of the last Canadian stop is blocked,1. Post-deploy load; 2. Assigned Canadian carrier intra_canada=NO; 3. Exactly one Canadian stop; 4. User lacks CARRIER_RELATIONS,1. Delete Canadian stop; 2. Save,Blocking message displayed. Stop remains on load.,,carriers
350078,,FD-44161,Verify multiple picks and drops with at least one Canadian stop is allowed,1. Post-deploy load with multiple stops including one Canadian stop; 2. Canadian carrier intra_canada=NO; 3. User lacks CARRIER_RELATIONS,1. Assign Canadian cross-border carrier,Carrier assigned successfully. No pop-up.,,carriers
350079,,FD-44161,Verify CARRIER_RELATIONS bypass (post-deploy load),1. Post-deploy load; 2. All U.S. stops; 3. Canadian carrier intra_canada=NO; 4. User has CARRIER_RELATIONS role,1. Login as CARRIER_RELATIONS user; 2. Assign carrier,Carrier assigned successfully. Bypass applies.,,carriers
350080,,FD-44161,Verify pre-deploy load exemption — carrier assignment,1. Pre-deploy load; 2. All U.S. stops; 3. Canadian carrier intra_canada=NO; 4. User lacks CARRIER_RELATIONS,1. Assign carrier,Carrier assigned successfully. No validation.,,carriers
350081,,FD-44161,Verify pre-deploy load exemption — stop change,1. Pre-deploy load; 2. Assigned Canadian carrier intra_canada=NO; 3. One Canadian stop,1. Change Canadian stop to U.S.; 2. Save,Change saved successfully. No validation.,,carriers
